name,accuracy_test,accuracy train,precision,recall,F1 Score
LogisticRegression,0.9019047619047619,0.9589285714285715,0.9006120854126245,0.901004659046958,0.9006945744932846
LogisticRegressionCV,0.9095833333333333,0.9451190476190476,0.9084131995876442,0.9088014866445306,0.9084756721637357
SVC,0.9432142857142857,0.9802380952380952,0.9427648527043818,0.943270211849153,0.9428807863862316
MLPClassifier,0.9424107142857143,1.0,0.9418755137757854,0.9419576836657082,0.9418695602012569
