2.420000000000000000e+03,8.300000000000000000e+01,3.220000000000000000e+02,8.050000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.840000000000000000e+02,0.000000000000000000e+00,1.180000000000000000e+02
1.000000000000000000e+01,3.823000000000000000e+03,5.000000000000000000e+00,1.010000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.220000000000000000e+02,0.000000000000000000e+00,2.300000000000000000e+01
1.495000000000000000e+03,2.800000000000000000e+02,3.270000000000000000e+02,1.038000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.740000000000000000e+02,0.000000000000000000e+00,1.630000000000000000e+02
1.246000000000000000e+03,4.080000000000000000e+02,3.350000000000000000e+02,1.037000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.141000000000000000e+03,0.000000000000000000e+00,1.840000000000000000e+02
4.400000000000000000e+02,8.290000000000000000e+02,1.960000000000000000e+02,8.860000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.496000000000000000e+03,0.000000000000000000e+00,2.250000000000000000e+02
7.270000000000000000e+02,6.710000000000000000e+02,1.980000000000000000e+02,8.460000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.190000000000000000e+03,0.000000000000000000e+00,1.630000000000000000e+02
1.057000000000000000e+03,4.500000000000000000e+02,2.960000000000000000e+02,9.820000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.145000000000000000e+03,0.000000000000000000e+00,2.070000000000000000e+02
3.250000000000000000e+02,1.190000000000000000e+03,1.490000000000000000e+02,8.180000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.700000000000000000e+03,0.000000000000000000e+00,2.190000000000000000e+02
1.430000000000000000e+03,1.920000000000000000e+02,3.430000000000000000e+02,1.047000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.790000000000000000e+02,0.000000000000000000e+00,1.720000000000000000e+02
4.840000000000000000e+02,7.630000000000000000e+02,1.970000000000000000e+02,8.690000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.651000000000000000e+03,0.000000000000000000e+00,2.240000000000000000e+02
