2.749000000000000000e+03,1.400000000000000000e+01,0.000000000000000000e+00,9.860000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.010000000000000000e+02,0.000000000000000000e+00,8.200000000000000000e+01
3.000000000000000000e+00,4.214000000000000000e+03,0.000000000000000000e+00,2.800000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.250000000000000000e+02,0.000000000000000000e+00,1.400000000000000000e+01
1.701000000000000000e+03,1.540000000000000000e+02,0.000000000000000000e+00,1.269000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.890000000000000000e+02,0.000000000000000000e+00,1.640000000000000000e+02
1.518000000000000000e+03,2.600000000000000000e+02,0.000000000000000000e+00,1.326000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.071000000000000000e+03,0.000000000000000000e+00,1.760000000000000000e+02
4.370000000000000000e+02,5.500000000000000000e+02,0.000000000000000000e+00,1.116000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.793000000000000000e+03,0.000000000000000000e+00,1.760000000000000000e+02
8.910000000000000000e+02,4.160000000000000000e+02,0.000000000000000000e+00,1.077000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.231000000000000000e+03,0.000000000000000000e+00,1.800000000000000000e+02
1.159000000000000000e+03,2.990000000000000000e+02,0.000000000000000000e+00,1.257000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.242000000000000000e+03,0.000000000000000000e+00,1.800000000000000000e+02
2.530000000000000000e+02,1.095000000000000000e+03,0.000000000000000000e+00,8.290000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.024000000000000000e+03,0.000000000000000000e+00,2.000000000000000000e+02
1.768000000000000000e+03,4.900000000000000000e+01,0.000000000000000000e+00,1.356000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.340000000000000000e+02,0.000000000000000000e+00,1.560000000000000000e+02
5.020000000000000000e+02,5.040000000000000000e+02,0.000000000000000000e+00,1.062000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.897000000000000000e+03,0.000000000000000000e+00,2.230000000000000000e+02
