3.302000000000000000e+03,5.000000000000000000e+00,1.510000000000000000e+02,6.200000000000000000e+01,3.750000000000000000e+02,1.500000000000000000e+01,2.700000000000000000e+01,9.000000000000000000e+00,1.740000000000000000e+02,1.200000000000000000e+01
0.000000000000000000e+00,4.290000000000000000e+03,1.000000000000000000e+00,5.000000000000000000e+00,3.500000000000000000e+01,7.100000000000000000e+01,4.000000000000000000e+00,2.760000000000000000e+02,0.000000000000000000e+00,2.000000000000000000e+00
4.290000000000000000e+02,1.600000000000000000e+02,6.890000000000000000e+02,9.490000000000000000e+02,2.830000000000000000e+02,5.090000000000000000e+02,1.470000000000000000e+02,4.960000000000000000e+02,3.380000000000000000e+02,1.770000000000000000e+02
1.670000000000000000e+02,2.350000000000000000e+02,7.290000000000000000e+02,1.214000000000000000e+03,2.390000000000000000e+02,4.240000000000000000e+02,1.360000000000000000e+02,7.320000000000000000e+02,2.330000000000000000e+02,2.420000000000000000e+02
4.860000000000000000e+02,8.100000000000000000e+01,8.300000000000000000e+01,1.180000000000000000e+02,2.334000000000000000e+03,2.100000000000000000e+01,1.780000000000000000e+02,1.670000000000000000e+02,3.490000000000000000e+02,2.550000000000000000e+02
8.000000000000000000e+01,4.950000000000000000e+02,4.040000000000000000e+02,8.620000000000000000e+02,1.630000000000000000e+02,6.220000000000000000e+02,9.800000000000000000e+01,7.510000000000000000e+02,1.450000000000000000e+02,1.750000000000000000e+02
6.550000000000000000e+02,1.320000000000000000e+02,4.220000000000000000e+02,6.180000000000000000e+02,8.440000000000000000e+02,1.720000000000000000e+02,1.680000000000000000e+02,5.280000000000000000e+02,2.740000000000000000e+02,3.240000000000000000e+02
2.900000000000000000e+01,9.550000000000000000e+02,7.700000000000000000e+01,4.700000000000000000e+02,4.640000000000000000e+02,5.960000000000000000e+02,7.800000000000000000e+01,1.435000000000000000e+03,5.300000000000000000e+01,2.440000000000000000e+02
1.111000000000000000e+03,1.400000000000000000e+01,5.190000000000000000e+02,3.340000000000000000e+02,9.370000000000000000e+02,6.700000000000000000e+01,1.960000000000000000e+02,9.900000000000000000e+01,6.150000000000000000e+02,1.710000000000000000e+02
1.820000000000000000e+02,1.780000000000000000e+02,2.270000000000000000e+02,4.980000000000000000e+02,1.278000000000000000e+03,8.900000000000000000e+01,2.270000000000000000e+02,7.480000000000000000e+02,2.220000000000000000e+02,5.390000000000000000e+02
